hotel_name,city,description_first,price_euros_first,rating,num_reviews,quality_over_5,quality_type,description_second,price_euros_second,description,description_no_stopwords,description_stem
5 Calle Álamo,"Madrid, Community of Madrid","Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 85m²
4 beds (2 twins, 1 full, 1 sofa bed)",2245.0,,,,,"Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 85m²
4 beds (2 twins, 1 full, 1 sofa bed)",2245.0,"Right in the heart of Madrid, situated within a short distance of Plaza de España Metro Station and Gran Via, 5 Calle Álamo offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. With city views, this accommodation features a terrace. The property is non-smoking and is set less than 1 km from Gran Via Metro Station.

The spacious apartment has 3 bedrooms, a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a walk-in shower. Towels and bed linen are available in the apartment. The property offers inner courtyard views.

Dining options are available close to the apartment.

Popular points of interest near 5 Calle Álamo include Temple of Debod, Royal Palace of Madrid and Thyssen-Bornemisza Museum. Adolfo Suarez Madrid-Barajas Airport is 18 km from the property.",right heart within short plaza españa metro station gran via 5 calle álamo offers free air conditioning household amenities microwave coffee machine city views features terrace property nonsmoking set less 1 gran via metro station spacious 3 bedrooms flatscreen streaming services fully equipped kitchen dishwasher oven washing machine 2 bathrooms walkin shower towels bed linen property offers inner courtyard views dining options close points interest near 5 calle álamo temple debod royal palace thyssenbornemisza museum adolfo suarez madridbarajas airport 18 property,right heart within short plaza españa metro station gran via 5 call álamo offer free air condit household amen microwav coffe machin citi view featur terrac properti nonsmok set less 1 gran via metro station spaciou 3 bedroom flatscreen stream servic fulli equip kitchen dishwash oven wash machin 2 bathroom walkin shower towel bed linen properti offer inner courtyard view dine option close point interest near 5 call álamo templ debod royal palac thyssenbornemisza museum adolfo suarez madridbaraja airport 18 properti
60 Balconies Design,"Madrid, Community of Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 96m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site",2957.0,9.2,353.0,4.0,squares,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 96m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site",2661.0,"Featuring free WiFi, 60 Balconies Design is set in Madrid, 600 metres from Puerta de Alcalá. Puerta del Sol is 1 km away.

The accommodation is air conditioned and is fitted with a flat-screen TV. There is also a kitchenette, fitted with a dishwasher. An oven, a microwave and toaster are also featured, as well as a coffee machine and a kettle. Every unit has a private bathroom with a bidet. Towels are available. Reception services and daily cleaning are included.

Museo del Prado is 1 km from 60 Balconies Design, while Fnac is 1 km from the property. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 12 km from 60 Balconies Design.",featuring free 60 balconies design set 600 puerta alcalá puerta sol 1 air conditioned fitted flatscreen also kitchenette fitted dishwasher oven microwave toaster also featured well coffee machine kettle every bidet towels reception services daily cleaning included museo prado 1 60 balconies design fnac 1 property nearest airport adolfo suarez madridbarajas airport 12 60 balconies design,featur free 60 balconi design set 600 puerta alcalá puerta sol 1 air condit fit flatscreen also kitchenett fit dishwash oven microwav toaster also featur well coffe machin kettl everi bidet towel recept servic daili clean includ museo prado 1 60 balconi design fnac 1 properti nearest airport adolfo suarez madridbaraja airport 12 60 balconi design
60 Balconies Iconic,"Madrid, Community of Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 2 left at this price on our site",1493.0,9.0,1374.0,4.0,squares,"Studio with Terrace
Entire studio • 1 bathroom • 1 kitchen • 31m²
1 full bed
Only 1 left at this price on our site",1846.0,"Offering city views, 60 Balconies Iconic is an accommodation situated in Madrid, 600 metres from Thyssen-Bornemisza Museum and 700 metres from Gran Via. Free WiFi is available throughout the property and private parking is available on site. The property is 500 metres from Gran Via Metro Station, and within 600 metres of the city centre.

Some units are fitted with air conditioning, a flat-screen TV, washing machine and a kettle, as well as a fully equipped kitchen. At the apartment complex, every unit comes with a private bathroom.

Sightseeing tours are available around the property. The apartment has a sun terrace and a seasonal outdoor pool.

Popular points of interest near 60 Balconies Iconic include El Retiro Park, Reina Sofia Museum and Atocha Train Station. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 12 km from the accommodation.",offering city views 60 balconies iconic 600 thyssenbornemisza museum 700 gran via free throughout property parking site property 500 gran via metro station within 600 city centre fitted air conditioning flatscreen washing machine kettle well fully equipped kitchen complex every comes sightseeing tours around property sun terrace seasonal outdoor pool points interest near 60 balconies iconic retiro park reina sofia museum atocha train station nearest airport adolfo suarez madridbarajas airport 12,offer citi view 60 balconi icon 600 thyssenbornemisza museum 700 gran via free throughout properti park site properti 500 gran via metro station within 600 citi centr fit air condit flatscreen wash machin kettl well fulli equip kitchen complex everi come sightse tour around properti sun terrac season outdoor pool point interest near 60 balconi icon retiro park reina sofia museum atocha train station nearest airport adolfo suarez madridbaraja airport 12
7 Islas Hotel,"Madrid, Community of Madrid","Deluxe Double Room
2 twin beds
Free cancellation
Only 5 rooms left at this price on our site",1518.0,8.8,4865.0,4.0,stars,"Deluxe Double Room
2 twin beds
Only 1 room left at this price on our site",1512.0,"7 Islas Hotel is located 200 metres from Madrid’s Gran Via. It offers free Wi-Fi, and elegant rooms feature a marble bathroom with amenities, air conditioning and some include a terrace.

There is a café at the hotel and guests will find many shops, bars and restaurants in the Chueca area and on Gran Vía.

7 Islas Hotel is a 10 minute-walk from the Thyssen Bornemisza Museum and 15 minutes to the famous Prado Museum. Gran Via Metro Station is just 200 metres away.",7 islas 200 madrids gran via offers free elegant rooms marble amenities air conditioning terrace café guests find many shops bars restaurants chueca area gran vía 7 islas 10 minutewalk thyssen bornemisza museum 15 famous prado museum gran via metro station 200,7 isla 200 madrid gran via offer free eleg room marbl amen air condit terrac café guest find mani shop bar restaur chueca area gran vía 7 isla 10 minutewalk thyssen bornemisza museum 15 famou prado museum gran via metro station 200
AB Gaudí Urban Nest,Barcelona,"Two-Bedroom Apartment with Balcony
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site",1172.0,8.2,220.0,3.0,squares,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site",2544.0,"AB Gaudí Urban Nest offers stylish apartments only 200 metres from the famous Sagrada Familia. They feature free Wi-Fi, a plasma TV and a CD player.

AB Gaudí Urban Nest are spacious, the kitchen in each apartment is equipped with an oven, microwave, coffee machine and kettle. The private bathroom includes a shower.

Bed linen and towels are provided and each apartment is cleaned before arrival. A washing machine and drier are included.

The city centre of Barcelona is just 10 minutes away by metro. The bohemian district of Gracia is just 20 minutes’ away by foot from the AB Gaudí Urban Nest.",ab gaudí urban nest offers 200 famous sagrada familia free plasma cd player ab gaudí urban nest spacious kitchen equipped oven microwave coffee machine kettle includes shower bed linen towels provided cleaned arrival washing machine drier included city centre 10 metro bohemian district gracia 20 foot ab gaudí urban nest,ab gaudí urban nest offer 200 famou sagrada familia free plasma cd player ab gaudí urban nest spaciou kitchen equip oven microwav coffe machin kettl includ shower bed linen towel provid clean arriv wash machin drier includ citi centr 10 metro bohemian district gracia 20 foot ab gaudí urban nest
AC Hotel Aitana by Marriott,"Madrid, Community of Madrid","Standard Queen Room
1 queen bed
Only 5 rooms left at this price on our site",1620.0,8.8,1025.0,4.0,stars,"Standard Queen Room
1 queen bed
Only 5 rooms left at this price on our site",1647.0,"Located along the prestigious Paseo de la Castellana thoroughfare, the AC Hotel Aitana is 250 metres from Santiago Bernabeu Stadium. It is also opposite the Congress Palace events centre.

This modern hotel is full of bright and comfortable spaces. All rooms have a minibar. There is a flat-screen TV with international channels and special reading lamps. Free Wifi is provided throughout the property.

This stylish and relaxed atmosphere is consistent throughout the hotel. There is a modern breakfast room that offers a buffet breakfast, and in the AC Lounge you can taste a complete Mediterranean menu which includes from light snacks to well-prepared dishes. In the afternoon, it turns into a chill-out bar, where guests can enjoy cocktails and appetizers.

The hotel offers a 24-hour laundry service.

The popular Paseo de la Castellana is close to the AC Hotel Aitana. Here there is a good mix of architecture, with different styles.",along prestigious paseo castellana thoroughfare ac aitana 250 santiago bernabeu stadium also opposite congress palace events centre full bright comfortable spaces rooms minibar flatscreen international channels special reading lamps free provided throughout property relaxed atmosphere consistent throughout breakfast offers buffet breakfast ac lounge taste complete mediterranean menu includes light snacks wellprepared dishes afternoon turns chillout bar guests enjoy cocktails appetizers offers 24hour laundry paseo castellana close ac aitana good mix architecture different styles,along prestigi paseo castellana thoroughfar ac aitana 250 santiago bernabeu stadium also opposit congress palac event centr full bright comfort space room minibar flatscreen intern channel special read lamp free provid throughout properti relax atmospher consist throughout breakfast offer buffet breakfast ac loung tast complet mediterranean menu includ light snack wellprepar dish afternoon turn chillout bar guest enjoy cocktail appet offer 24hour laundri paseo castellana close ac aitana good mix architectur differ style
AC Hotel Atocha by Marriott,"Madrid, Community of Madrid","Standard Plus King Room
1 king bed
Only 6 rooms left at this price on our site",1309.0,8.7,1386.0,4.0,stars,"Standard King Room
1 king bed",1468.0,"This hotel is set in the heart of Madrid, just 200 metres from Puerta de Atocha Station. It offers a fitness room with free mineral water. Free WiFi is available in all areas.

Each stylish room at AC Hotel Atocha is decorated with modern furnishings. They feature air conditioning, a minibar and a safe.

The hotel has an elegant bar and the AC Lounge, serving creative versions of traditional dishes.

The AC Hotel Atocha is a 5-minute walk from The Reina Sofia and Botanical Gardens. It is also just 10 minutes’ walk from the Prado Museum.",set heart 200 puerta atocha station offers fitness free mineral water free areas ac atocha decorated furnishings air conditioning minibar safe elegant bar ac lounge serving creative versions traditional dishes ac atocha 5minute reina sofia botanical gardens also 10 prado museum,set heart 200 puerta atocha station offer fit free miner water free area ac atocha decor furnish air condit minibar safe eleg bar ac loung serv creativ version tradit dish ac atocha 5minut reina sofia botan garden also 10 prado museum
AC Hotel Avenida de América by Marriott,"Madrid, Community of Madrid","Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site",1000.0,8.8,2988.0,3.0,stars,"Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property",1208.0,"This stylish hotel is located in the Salamanca district, 5 minutes’ walk from Madrid’s Intercambiador de Avenida de América Metro and Bus Stations. It offers a gym and modern, air-conditioned rooms with satellite TV.

The rooms at AC Hotel Avenida de America feature wooden floors and smart décor. Each one comes with a minibar, flat-screen TV and a private bathroom with hairdryer.

Staff at the hotel’s 24-hour reception can provide information about what to see and do in Madrid. Free premium, high speed WiFi is available in all areas of the hotel. The hotel includes a 24-hour shop where guests can buy a range of chocolates, drinks, snacks, toiletries, electronics and more.

AC Hotel Avenida de America is just 10 minutes by car from Madrid-Barajas Airport and Ifema Feria De Madrid conference centre. The National Music Auditorium and Las Ventas Bull Ring are a 15-minute walk from the hotel.",salamanca district 5 madrids intercambiador avenida américa metro bus stations offers gym airconditioned rooms satellite rooms ac avenida america wooden floors smart décor one comes minibar flatscreen hairdryer staff hotels 24hour reception provide information see free premium high speed areas includes 24hour shop guests buy range chocolates drinks snacks toiletries electronics ac avenida america 10 car madridbarajas airport ifema feria conference centre national music auditorium ventas bull ring 15minute,salamanca district 5 madrid intercambiador avenida américa metro bu station offer gym aircondit room satellit room ac avenida america wooden floor smart décor one come minibar flatscreen hairdryer staff hotel 24hour recept provid inform see free premium high speed area includ 24hour shop guest buy rang chocol drink snack toiletri electron ac avenida america 10 car madridbaraja airport ifema feria confer centr nation music auditorium venta bull ring 15minut
AC Hotel Diagonal L'Illa by Marriott,Barcelona,"Superior Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site",1532.0,8.7,464.0,4.0,stars,"Superior Twin Room
2 twin beds
Only 5 rooms left at this price on our site",4982.0,"AC Hotel Diagonal L´Illa offers accommodation in Barcelona, 1.8 km from Camp Nou. Guests can enjoy the on-site restaurants,  paid parking located at commercial center.

Free WiFi is available throughout the hotel.

Every room at this hotel has plush bedding, a flat-screen TV and a spacious work desk. Every room includes a private bathroom equipped with a shower and free toiletries.

You will find a 24-hour front desk at the property. Surrounded by lush gardens, the property is near many upscale boutiques and restaurants.

The Suite Bar is a modern, welcoming space on the hotel’s second floor. Its contemporary décor and lighting make it an ideal spot to enjoy a drink.

The Picasso Museum is 3.8 km from AC Hotel Diagonal L´Illa, while La Pedrera is 2.2 km from the property. The nearest airport is El Prat Airport, 11 km away.",ac diagonal lilla offers 18 camp nou guests enjoy onsite restaurants paid parking commercial center free throughout every plush bedding flatscreen spacious work every includes equipped shower free toiletries find 24hour front property surrounded lush gardens property near many upscale boutiques restaurants suite bar welcoming space hotels second floor contemporary décor lighting make ideal spot enjoy drink picasso museum 38 ac diagonal lilla pedrera 22 property nearest airport prat airport 11,ac diagon lilla offer 18 camp nou guest enjoy onsit restaur paid park commerci center free throughout everi plush bed flatscreen spaciou work everi includ equip shower free toiletri find 24hour front properti surround lush garden properti near mani upscal boutiqu restaur suit bar welcom space hotel second floor contemporari décor light make ideal spot enjoy drink picasso museum 38 ac diagon lilla pedrera 22 properti nearest airport prat airport 11
AC Hotel Los Vascos by Marriott,"Madrid, Community of Madrid","Standard, Guest room, 1 Queen
1 queen bed",1024.0,8.7,748.0,3.0,stars,"Standard, Guest room, 1 Queen
1 queen bed",1043.0,"AC Hotel Los Vascos is housed in a modern, functional building close to the university in Madrid’s city centre. Free WiFi is provided throughout the property.

Relax with friends or colleagues in the comfortable AC Lounge for a drink, or have a delicious breakfast without leaving the hotel.

AC Hotel Los Vascos is 10 minutes by car from Gran Via, which runs through the heart of the city. Madrid Airport is 15 minutes away by car and the nearest railway station is just 1 km (half a mile) from the hotel.",ac vascos housed functional building close university madrids city centre free provided throughout property relax friends colleagues comfortable ac lounge drink delicious breakfast without leaving ac vascos 10 car gran via runs heart city airport 15 car nearest railway station 1 half mile,ac vasco hous function build close univers madrid citi centr free provid throughout properti relax friend colleagu comfort ac loung drink delici breakfast without leav ac vasco 10 car gran via run heart citi airport 15 car nearest railway station 1 half mile
AC Hotel Madrid Feria by Marriott,"Madrid, Community of Madrid","King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property",1033.0,8.6,1369.0,4.0,stars,"King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property",1043.0,"This modern hotel is located just 5 minutes’ drive from Madrid’s Campo de las Naciones. On week days it offers a free shuttle to IFEMA Congress Centre and the Palacio Municipal de Congresos, located 5 minutes away.

The elegant rooms at AC Hotel Madrid Feria feature parquet floors and smart décor. Each one comes with flat-screen satellite TV, a minibar and a private bathroom with a hairdryer. Free WiFi is available in all areas.

The hotel’s AC Lounge serves a range of Spanish and international food, as well as a good selection of wines, snacks and drinks.

The hotel has a free 24-hour fitness centre. Staff at reception can provide information about what to see and do in Madrid. They can also reserve tennis or padel courts or arrange reservations at El Olivar de Hinojosa Golf Course.

Madrid’s Barajas Airport is a 10-minute drive from the hotel, and there is easy access to the M-40 Motorway. San Lorenzo Metro Station connects you with central Madrid in around 20 minutes. Ciudad Deportiva del Real Madrid Sport Complex is a 10-minute drive from the hotel.

Shuttle service upon availability.",5 drive madrids campo naciones week days offers free shuttle ifema congress centre palacio municipal congresos 5 elegant rooms ac feria parquet floors smart décor one comes flatscreen satellite minibar hairdryer free areas hotels ac lounge serves range spanish international food well good selection wines snacks drinks free 24hour fitness centre staff reception provide information see also reserve tennis padel courts arrange reservations olivar hinojosa golf course madrids barajas airport 10minute drive easy m40 motorway san lorenzo metro station connects central around 20 ciudad deportiva real sport complex 10minute drive shuttle upon availability,5 drive madrid campo nacion week day offer free shuttl ifema congress centr palacio municip congreso 5 eleg room ac feria parquet floor smart décor one come flatscreen satellit minibar hairdryer free area hotel ac loung serv rang spanish intern food well good select wine snack drink free 24hour fit centr staff recept provid inform see also reserv tenni padel court arrang reserv olivar hinojosa golf cours madrid baraja airport 10minut drive easi m40 motorway san lorenzo metro station connect central around 20 ciudad deportiva real sport complex 10minut drive shuttl upon avail
AC Hotel Recoletos by Marriott,"Madrid, Community of Madrid","Standard room, Guest room, 1 King
1 king bed
Only 7 rooms left at this price on our site",2225.0,8.6,197.0,4.0,stars,"Standard room, Guest room, 1 King
1 king bed",2188.0,"AC Hotel Recoletos has an unbeatable location in the heart of the cosmopolitan Madrid, between “Calle Serrano” and “Paseo de Recoletos”.

This is a neoclassical style hotel exhibiting typical Madrid architecture, the hotel retains the elegant ambience of its era of construction.

All the rooms are spacious and stylish. In its facilities the hotel has a fitness centre with state of the art equipment, a library, where you can enjoy reading a book or free newspapers and the AC lounge where you can unwind with a drink.

Near to the Retiro Park and the magical art triangle, Prado Museum, Tyssen - Bornemisza collection and Reina Sofía Art Museum, the AC Hotel Recoletos offers the ideal location for your city break.",ac recoletos unbeatable location heart cosmopolitan calle serrano paseo recoletos neoclassical style exhibiting typical architecture retains elegant ambience construction rooms spacious facilities fitness centre state art equipment library enjoy reading book free newspapers ac lounge unwind drink near retiro park magical art triangle prado museum tyssen bornemisza collection reina sofía art museum ac recoletos offers ideal location city break,ac recoleto unbeat locat heart cosmopolitan call serrano paseo recoleto neoclass style exhibit typic architectur retain eleg ambienc construct room spaciou facil fit centr state art equip librari enjoy read book free newspap ac loung unwind drink near retiro park magic art triangl prado museum tyssen bornemisza collect reina sofía art museum ac recoleto offer ideal locat citi break
AMISTAT City Hostel Barcelona,Barcelona,"Private Pod for 2 - Shared bathroom
2 bunk beds
Only 3 rooms left at this price on our site",884.0,8.5,1025.0,,,"2×
Bed in 6-Bed Mixed Dormitory Room
2 beds in dorms
2 bunk beds",730.0,"AMISTAT City Hostel Barcelona features a shared lounge, terrace, a restaurant and bar in Barcelona. Among the facilities at this property are a concierge service and a tour desk, along with free WiFi throughout the property. The accommodation provides evening entertainment and a shared kitchen.

Guest rooms at the hostel include air conditioning and a wardrobe.

The breakfast offers à la carte, continental or vegetarian options.

Speaking Catalan, German, English and Spanish at the 24-hour front desk, staff will be happy to provide guests with practical guidance on the area.

Sagrada Familia is 3.1 km from AMISTAT City Hostel Barcelona, while La Pedrera is 4.6 km away. Barcelona El Prat Airport is 17 km from the property.",amistat city features shared lounge terrace restaurant bar among facilities property concierge tour along free throughout property provides evening entertainment shared kitchen rooms air conditioning wardrobe breakfast offers à carte continental vegetarian options speaking catalan german english spanish 24hour front staff happy provide guests practical guidance area sagrada familia 31 amistat city pedrera 46 prat airport 17 property,amistat citi featur share loung terrac restaur bar among facil properti concierg tour along free throughout properti provid even entertain share kitchen room air condit wardrob breakfast offer à cart continent vegetarian option speak catalan german english spanish 24hour front staff happi provid guest practic guidanc area sagrada familia 31 amistat citi pedrera 46 prat airport 17 properti
AP Embajadores XI,"Madrid, Community of Madrid","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds",1013.0,7.9,37.0,3.0,squares,"Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds",1000.0,"Located in Madrid, 1.1 km from Atocha Train Station and 1.1 km from Reina Sofia Museum, AP Embajadores XI offers air conditioning. It is situated 1.5 km from Mercado San Miguel and provides a lift. Free WiFi is available throughout the property and Puerta de Toledo is less than 1 km away.

This apartment comes with 2 bedrooms, a kitchen with a microwave and a toaster, a flat-screen TV, a seating area and 1 bathroom. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Plaza Mayor, Puerta del Sol and Thyssen-Bornemisza Museum. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 15 km from AP Embajadores XI.",11 atocha train station 11 reina sofia museum ap embajadores xi offers air conditioning 15 mercado san miguel provides lift free throughout property puerta toledo less 1 comes 2 bedrooms kitchen microwave toaster flatscreen seating area 1 towels bed linen provided nonsmoking points interest near plaza mayor puerta sol thyssenbornemisza museum nearest airport adolfo suarez madridbarajas airport 15 ap embajadores xi,11 atocha train station 11 reina sofia museum ap embajador xi offer air condit 15 mercado san miguel provid lift free throughout properti puerta toledo less 1 come 2 bedroom kitchen microwav toaster flatscreen seat area 1 towel bed linen provid nonsmok point interest near plaza mayor puerta sol thyssenbornemisza museum nearest airport adolfo suarez madridbaraja airport 15 ap embajador xi
AP Embajadores XVIII,"Madrid, Community of Madrid","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds",1038.0,7.3,26.0,3.0,squares,"Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds",1000.0,"Set in Madrid, less than 1 km from Puerta de Toledo and a 13-minute walk from Atocha Train Station, AP Embajadores XVIII offers air-conditioned accommodation with a balcony and free WiFi. It is located 1.1 km from Reina Sofia Museum and features a lift. The accommodation provides airport transfers, while a bicycle rental service is also available.

The apartment features 2 bedrooms, a TV with satellite channels, a fully equipped kitchen with a microwave and a toaster, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Mercado San Miguel, Plaza Mayor and Puerta del Sol. The nearest airport is Adolfo Suarez Madrid-Barajas Airport, 15 km from AP Embajadores XVIII.",set less 1 puerta toledo 13minute atocha train station ap embajadores xviii offers airconditioned free 11 reina sofia museum features lift provides airport transfers bicycle rental also features 2 bedrooms satellite channels fully equipped kitchen microwave toaster 1 shower towels bed linen featured nonsmoking points interest near mercado san miguel plaza mayor puerta sol nearest airport adolfo suarez madridbarajas airport 15 ap embajadores xviii,set less 1 puerta toledo 13minut atocha train station ap embajador xviii offer aircondit free 11 reina sofia museum featur lift provid airport transfer bicycl rental also featur 2 bedroom satellit channel fulli equip kitchen microwav toaster 1 shower towel bed linen featur nonsmok point interest near mercado san miguel plaza mayor puerta sol nearest airport adolfo suarez madridbaraja airport 15 ap embajador xviii
